Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
Frank Tate,Frank_Tate,,https://linkedjazz.org/image/square/Frank_Tate.png,Q29,Q32,
Alan Broadbent,Alan_Broadbent,http://dbpedia.org/resource/Alan_Broadbent,https://linkedjazz.org/image/square/Alan_Broadbent.png,Q29,Q32,
Barbara Carroll,Barbara_Carroll,http://dbpedia.org/resource/Barbara_Carroll,https://linkedjazz.org/image/square/Barbara_Carroll.png,Q29,Q32,
Alec Wilder,Alec_Wilder,http://dbpedia.org/resource/Alec_Wilder,https://linkedjazz.org/image/square/Alec_Wilder.png,Q29,Q32,
Dave Garroway,Dave_Garroway,http://dbpedia.org/resource/Dave_Garroway,https://linkedjazz.org/image/square/Dave_Garroway.png,Q29,Q32,
Billy Hart,Billy_Hart,http://dbpedia.org/resource/Billy_Hart,https://linkedjazz.org/image/square/Billy_Hart.png,Q29,Q32,
Herb Alpert,Herb_Alpert,http://dbpedia.org/resource/Herb_Alpert,https://linkedjazz.org/image/square/Herb_Alpert.png,Q29,Q32,
Kenny Clark,Kenny_Clark,,https://linkedjazz.org/image/square/Kenny_Clark.png,Q29,Q32,
Joe Eldridge,Joe_Eldridge,,,Q29,Q32,
Stuff Smith,Stuff_Smith,http://dbpedia.org/resource/Stuff_Smith,https://linkedjazz.org/image/square/Stuff_Smith.png,Q29,Q32,
Elmer Snowden,Elmer_Snowden,http://dbpedia.org/resource/Elmer_Snowden,https://linkedjazz.org/image/square/Elmer_Snowden.png,Q29,Q32,
Red Nichols,Red_Nichols,http://dbpedia.org/resource/Red_Nichols,https://linkedjazz.org/image/square/Red_Nichols.png,Q29,Q32,
Bruno Jones,Bruno_Jones,,,Q29,Q32,
Rex Stewart,Rex_Stewart,http://dbpedia.org/resource/Rex_Stewart,https://linkedjazz.org/image/square/Rex_Stewart.png,Q29,Q32,
Stump Ellis,Stump_Ellis,,,Q29,Q32,
Jonah Jones,Jonah_Jones,http://dbpedia.org/resource/Jonah_Jones,https://linkedjazz.org/image/square/Jonah_Jones.png,Q29,Q32,
Otto Hardwick,Otto_Hardwick,http://dbpedia.org/resource/Otto_Hardwick,https://linkedjazz.org/image/square/Otto_Hardwick.png,Q29,Q32,
Christopher Columbus,Christopher_Columbus,,https://linkedjazz.org/image/square/Christopher_Columbus.png,Q29,Q32,
Jimmy Owens,Jimmy_Owens,http://dbpedia.org/resource/Jimmy_Owens_(musician),https://linkedjazz.org/image/square/Jimmy_Owens_(musician).png,Q29,Q32,
Curtis Fuller,Curtis_Fuller,http://dbpedia.org/resource/Curtis_Fuller,https://linkedjazz.org/image/square/Curtis_Fuller.png,Q29,Q32,
Richard Williams,Richard_Williams,http://dbpedia.org/resource/Richard_Williams_(musician),https://linkedjazz.org/image/square/Richard_Williams_(musician).png,Q29,Q32,
Paul Chambers,Paul_Chambers,http://dbpedia.org/resource/Paul_Chambers,https://linkedjazz.org/image/square/Paul_Chambers.png,Q29,Q32,
Chuck Mangione,Chuck_Mangione,http://dbpedia.org/resource/Chuck_Mangione,https://linkedjazz.org/image/square/Chuck_Mangione.png,Q29,Q32,
Charles McPherson,Charles_McPherson,http://dbpedia.org/resource/Charles_McPherson_(musician),https://linkedjazz.org/image/square/Charles_McPherson_(musician).png,Q29,Q32,
Rodney Whittaker,Rodney_Whittaker,http://dbpedia.org/resource/Rodney_Whittaker,https://linkedjazz.org/image/square/Rodney_Whittaker.png,Q29,Q32,
Johnny Gary,Johnny_Gary,,,Q29,Q32,
Danny Richmond,Danny_Richmond,,https://linkedjazz.org/image/square/Danny_Richmond.png,Q29,Q32,
Jimmy Cobb,Jimmy_Cobb,http://dbpedia.org/resource/Jimmy_Cobb,https://linkedjazz.org/image/square/Jimmy_Cobb.png,Q29,Q32,
Hubert Laws,Hubert_Laws,http://dbpedia.org/resource/Hubert_Laws,https://linkedjazz.org/image/square/Hubert_Laws.png,Q29,Q32,
Roland Hanna,Roland_Hanna,http://dbpedia.org/resource/Roland_Hanna,https://linkedjazz.org/image/square/Roland_Hanna.png,Q29,Q32,
Buster Bailey,Buster_Bailey,http://dbpedia.org/resource/Buster_Bailey,https://linkedjazz.org/image/square/Buster_Bailey.png,Q29,Q32,
J.C. Higginbotham,J.C._Higginbotham,http://dbpedia.org/resource/J._C._Higginbotham,https://linkedjazz.org/image/square/J._C._Higginbotham.png,Q29,Q32,
Quincy Troupe,Quincy_Troupe,http://dbpedia.org/resource/Quincy_Troupe,https://linkedjazz.org/image/square/Quincy_Troupe.png,Q29,Q32,
Freddie Hubbard,Freddie_Hubbard,http://dbpedia.org/resource/Freddie_Hubbard,https://linkedjazz.org/image/square/Freddie_Hubbard.png,Q29,Q32,
Paul Hindemith,Paul_Hindemith,http://dbpedia.org/resource/Paul_Hindemith,https://linkedjazz.org/image/square/Paul_Hindemith.png,Q29,Q32,
Herbie Mann,Herbie_Mann,http://dbpedia.org/resource/Herbie_Mann,https://linkedjazz.org/image/square/Herbie_Mann.png,Q29,Q32,
Stompy Jones,Stompy_Jones,,https://linkedjazz.org/image/square/Stompy_Jones.png,Q29,Q32,
Ben Tucker,Ben_Tucker,,https://linkedjazz.org/image/square/Ben_Tucker.png,Q29,Q32,
Marshall Brown,Marshall_Brown,http://dbpedia.org/resource/Marshall_Brown,https://linkedjazz.org/image/square/Marshall_Brown.png,Q29,Q32,
Jimmy Nottingham,Jimmy_Nottingham,http://dbpedia.org/resource/Jimmy_Nottingham,https://linkedjazz.org/image/square/Jimmy_Nottingham.png,Q29,Q32,
Garnett Brown,Garnett_Brown,http://dbpedia.org/resource/Garnett_Brown,https://linkedjazz.org/image/square/Garnett_Brown.png,Q29,Q32,
Carmine Caruso,Carmine_Caruso,,https://linkedjazz.org/image/square/Carmine_Caruso.png,Q29,Q32,
Hank Mobley,Hank_Mobley,http://dbpedia.org/resource/Hank_Mobley,https://linkedjazz.org/image/square/Hank_Mobley.png,Q29,Q32,
Benny Powell,Benny_Powell,http://dbpedia.org/resource/Benny_Powell,https://linkedjazz.org/image/square/Benny_Powell.png,Q29,Q32,
Vernel Fournier,Vernel_Fournier,http://dbpedia.org/resource/Vernel_Fournier,https://linkedjazz.org/image/square/Vernel_Fournier.png,Q29,Q32,
Al Harewood,Al_Harewood,http://dbpedia.org/resource/Al_Harewood,https://linkedjazz.org/image/square/Al_Harewood.png,Q29,Q32,
Talib Kibwe,Talib_Kibwe,,https://linkedjazz.org/image/square/Talib_Kibwe.png,Q29,Q32,
Henry Coker,Henry_Coker,http://dbpedia.org/resource/Henry_Coker,https://linkedjazz.org/image/square/Henry_Coker.png,Q29,Q32,
Aretha Franklin,Aretha_Franklin,http://dbpedia.org/resource/Aretha_Franklin,https://linkedjazz.org/image/square/Aretha_Franklin.png,Q29,Q32,
Victor Borge,Victor_Borge,http://dbpedia.org/resource/Victor_Borge_(bassist),https://linkedjazz.org/image/square/Victor_Borge_(bassist).png,Q29,Q32,
Benny Bailey,Benny_Bailey,http://dbpedia.org/resource/Benny_Bailey,https://linkedjazz.org/image/square/Benny_Bailey.png,Q29,Q32,
Bill Holman,Bill_Holman,http://dbpedia.org/resource/Bill_Holman_(musician),https://linkedjazz.org/image/square/Bill_Holman_(musician).png,Q29,Q32,
Brian Smith,Brian_Smith,http://dbpedia.org/resource/Brian_Smith_(musician),https://linkedjazz.org/image/square/Brian_Smith_(musician).png,Q29,Q32,
Eddie Pierson,Eddie_Pierson,,,Q29,Q32,
Sam Reed,Sam_Reed,,https://linkedjazz.org/image/square/Sam_Reed.png,Q29,Q32,
Kenny Barron,Kenny_Barron,http://dbpedia.org/resource/Kenny_Barron,https://linkedjazz.org/image/square/Kenny_Barron.png,Q29,Q32,
Spike Lee,Spike_Lee,http://dbpedia.org/resource/Spike_Lee,https://linkedjazz.org/image/square/Spike_Lee.png,Q29,Q32,
Shunzo Uno,Shunzo_Uno,,https://linkedjazz.org/image/square/Shunzo_Uno.png,Q29,Q32,
Ben Riley,Ben_Riley,http://dbpedia.org/resource/Ben_Riley,https://linkedjazz.org/image/square/Ben_Riley.png,Q29,Q32,
Al Foster,Al_Foster,http://dbpedia.org/resource/Al_Foster,https://linkedjazz.org/image/square/Al_Foster.png,Q29,Q32,
Lee Morgan,Lee_Morgan,http://dbpedia.org/resource/Lee_Morgan,https://linkedjazz.org/image/square/Lee_Morgan.png,Q29,Q32,
Harold Land,Harold_Land,http://dbpedia.org/resource/Harold_Land,https://linkedjazz.org/image/square/Harold_Land.png,Q29,Q32,
Slam Stewart,Slam_Stewart,http://dbpedia.org/resource/Slam_Stewart,https://linkedjazz.org/image/square/Slam_Stewart.png,Q29,Q32,
Charlie Rouse,Charlie_Rouse,http://dbpedia.org/resource/Charlie_Rouse,https://linkedjazz.org/image/square/Charlie_Rouse.png,Q29,Q32,
Milton Berle,Milton_Berle,http://dbpedia.org/resource/Milton_Berle,https://linkedjazz.org/image/square/Milton_Berle.png,Q29,Q32,
Phineas Newborn,Phineas_Newborn,"http://dbpedia.org/resource/Phineas_Newborn,_Jr.","https://linkedjazz.org/image/square/Phineas_Newborn,_Jr..png",Q29,Q32,
Joe Farrell,Joe_Farrell,http://dbpedia.org/resource/Joe_Farrell,https://linkedjazz.org/image/square/Joe_Farrell.png,Q29,Q32,
Kenny Andrews,Kenny_Andrews,,,Q29,Q32,
Buster Williams,Buster_Williams,http://dbpedia.org/resource/Buster_Williams,https://linkedjazz.org/image/square/Buster_Williams.png,Q29,Q32,
Melissa Walker,Melissa_Walker,,https://linkedjazz.org/image/square/Melissa_Walker.png,Q29,Q32,
Houston Person,Houston_Person,http://dbpedia.org/resource/Houston_Person,https://linkedjazz.org/image/square/Houston_Person.png,Q29,Q32,
Dakota Staton,Dakota_Staton,http://dbpedia.org/resource/Dakota_Staton,https://linkedjazz.org/image/square/Dakota_Staton.png,Q29,Q32,
Gregory Peck,Gregory_Peck,http://dbpedia.org/resource/Gregory_Peck,https://linkedjazz.org/image/square/Gregory_Peck.png,Q29,Q32,
Gary Moore,Gary_Moore,http://dbpedia.org/resource/Gary_Moore,https://linkedjazz.org/image/square/Gary_Moore.png,Q29,Q32,
Bobby Troup,Bobby_Troup,http://dbpedia.org/resource/Bobby_Troup,https://linkedjazz.org/image/square/Bobby_Troup.png,Q29,Q32,
Sam Snead,Sam_Snead,,https://linkedjazz.org/image/square/Sam_Snead.png,Q29,Q32,
Joe Nanton,Joe_Nanton,,https://linkedjazz.org/image/square/Joe_Nanton.png,Q29,Q32,
Dianne Reeves,Dianne_Reeves,http://dbpedia.org/resource/Dianne_Reeves,https://linkedjazz.org/image/square/Dianne_Reeves.png,Q29,Q32,
Donald O'Connor,Donald_O'Connor,http://dbpedia.org/resource/Donald_O%27Connor,https://linkedjazz.org/image/square/Donald_O'Connor.png,Q29,Q32,
Mahalia Jackson,Mahalia_Jackson,http://dbpedia.org/resource/Mahalia_Jackson,https://linkedjazz.org/image/square/Mahalia_Jackson.png,Q29,Q32,
Lilly Pons,Lilly_Pons,http://dbpedia.org/resource/Lilly_Pons,https://linkedjazz.org/image/square/Lilly_Pons.png,Q29,Q32,
Al Benson,Al_Benson,,https://linkedjazz.org/image/square/Al_Benson.png,Q29,Q32,
Donn Trenner,Donn_Trenner,http://dbpedia.org/resource/Donn_Trenner,https://linkedjazz.org/image/square/Donn_Trenner.png,Q29,Q32,
Romeo Penque,Romeo_Penque,,https://linkedjazz.org/image/square/Romeo_Penque.png,Q29,Q32,
Johnny Carson,Johnny_Carson,http://dbpedia.org/resource/Johnny_Carson,https://linkedjazz.org/image/square/Johnny_Carson.png,Q29,Q32,
Jimmie Noone,Jimmie_Noone,http://dbpedia.org/resource/Jimmie_Noone,https://linkedjazz.org/image/square/Jimmie_Noone.png,Q29,Q32,
Rosa Ponselle,Rosa_Ponselle,http://dbpedia.org/resource/Rosa_Ponselle,https://linkedjazz.org/image/square/Rosa_Ponselle.png,Q29,Q32,
Milton Cross,Milton_Cross,http://dbpedia.org/resource/Milton_Cross,https://linkedjazz.org/image/square/Milton_Cross.png,Q29,Q32,
Joseph Goreed,Joseph_Goreed,,https://linkedjazz.org/image/square/Joseph_Goreed.png,Q29,Q32,
Perry Como,Perry_Como,http://dbpedia.org/resource/Perry_Como,https://linkedjazz.org/image/square/Perry_Como.png,Q29,Q32,
Harry Edison,Harry_Edison,,https://linkedjazz.org/image/square/Harry_Edison.png,Q29,Q32,
Ellis Larkin,Ellis_Larkin,,https://linkedjazz.org/image/square/Ellis_Larkin.png,Q29,Q32,
Shirley Horn,Shirley_Horn,http://dbpedia.org/resource/Shirley_Horn,https://linkedjazz.org/image/square/Shirley_Horn.png,Q29,Q32,
Charles Thomas,Charles_Thomas,,https://linkedjazz.org/image/square/Charles_Thomas.png,Q29,Q32,
Paul Broadnax,Paul_Broadnax,,https://linkedjazz.org/image/square/Paul_Broadnax.png,Q29,Q32,
Kevin Mahogany,Kevin_Mahogany,http://dbpedia.org/resource/Kevin_Mahogany,https://linkedjazz.org/image/square/Kevin_Mahogany.png,Q29,Q32,
Jack Parr,Jack_Parr,http://dbpedia.org/resource/Jack_Parr,https://linkedjazz.org/image/square/Jack_Parr.png,Q29,Q32,
Mike Douglas,Mike_Douglas,http://dbpedia.org/resource/Mike_Douglas,https://linkedjazz.org/image/square/Mike_Douglas.png,Q29,Q32,
Steve Allen,Steve_Allen,http://dbpedia.org/resource/Steve_Allen,https://linkedjazz.org/image/square/Steve_Allen.png,Q29,Q32,
Lawrence Tibbett,Lawrence_Tibbett,http://dbpedia.org/resource/Lawrence_Tibbett,https://linkedjazz.org/image/square/Lawrence_Tibbett.png,Q29,Q32,
Ira Gershwin,Ira_Gershwin,http://dbpedia.org/resource/Ira_Gershwin,https://linkedjazz.org/image/square/Ira_Gershwin.png,Q29,Q32,
Harry Lookofsky,Harry_Lookofsky,http://dbpedia.org/resource/Harry_Lookofsky,https://linkedjazz.org/image/square/Harry_Lookofsky.png,Q29,Q32,
King Kolax,King_Kolax,http://dbpedia.org/resource/King_Kolax,https://linkedjazz.org/image/square/King_Kolax.png,Q29,Q32,
Dinah Shore,Dinah_Shore,http://dbpedia.org/resource/Dinah_Shore,https://linkedjazz.org/image/square/Dinah_Shore.png,Q29,Q32,
Art Linkletter,Art_Linkletter,http://dbpedia.org/resource/Art_Linkletter,https://linkedjazz.org/image/square/Art_Linkletter.png,Q29,Q32,
Lenny Niehaus,Lenny_Niehaus,http://dbpedia.org/resource/Lenny_Niehaus,https://linkedjazz.org/image/square/Lenny_Niehaus.png,Q29,Q32,
Paul Stookey,Paul_Stookey,http://dbpedia.org/resource/Paul_Stookey,https://linkedjazz.org/image/square/Paul_Stookey.png,Q29,Q32,
Bob Dylan,Bob_Dylan,http://dbpedia.org/resource/Bob_Dylan,https://linkedjazz.org/image/square/Bob_Dylan.png,Q29,Q32,
Melvin Douglas,Melvin_Douglas,http://dbpedia.org/resource/Melvin_Douglas,https://linkedjazz.org/image/square/Melvin_Douglas.png,Q29,Q32,
Victor Lewis,Victor_Lewis,http://dbpedia.org/resource/Victor_Lewis,https://linkedjazz.org/image/square/Victor_Lewis.png,Q29,Q32,
Lonnie Hillyer,Lonnie_Hillyer,http://dbpedia.org/resource/Lonnie_Hillyer,https://linkedjazz.org/image/square/Lonnie_Hillyer.png,Q29,Q32,
Stanley Crouch,Stanley_Crouch,http://dbpedia.org/resource/Stanley_Crouch,https://linkedjazz.org/image/square/Stanley_Crouch.png,Q29,Q32,
Barry Harris,Barry_Harris,http://dbpedia.org/resource/Barry_Harris,https://linkedjazz.org/image/square/Barry_Harris.png,Q29,Q32,
Peter Washington,Peter_Washington,http://dbpedia.org/resource/Peter_Washington,https://linkedjazz.org/image/square/Peter_Washington.png,Q29,Q32,
Michael Weiss,Michael_Weiss,http://dbpedia.org/resource/Michael_Weiss_(composer),https://linkedjazz.org/image/square/Michael_Weiss_(composer).png,Q29,Q32,
Yusef Lateef,Yusef_Lateef,http://dbpedia.org/resource/Yusef_Lateef,https://linkedjazz.org/image/square/Yusef_Lateef.png,Q29,Q32,
Billy Mitchell,Billy_Mitchell,http://dbpedia.org/resource/Billy_Mitchell_(jazz_musician),https://linkedjazz.org/image/square/Billy_Mitchell_(jazz_musician).png,Q29,Q32,
Igor Stravinsky,Igor_Stravinsky,http://dbpedia.org/resource/Igor_Stravinsky,https://linkedjazz.org/image/square/Igor_Stravinsky.png,Q29,Q32,
Pepper Adams,Pepper_Adams,http://dbpedia.org/resource/Pepper_Adams,https://linkedjazz.org/image/square/Pepper_Adams.png,Q29,Q32,
Ted Curson,Ted_Curson,http://dbpedia.org/resource/Ted_Curson,https://linkedjazz.org/image/square/Ted_Curson.png,Q29,Q32,
Josephine Baker,Josephine_Baker,http://dbpedia.org/resource/Josephine_Baker,https://linkedjazz.org/image/square/Josephine_Baker.png,Q29,Q32,
Monk Montgomery,Monk_Montgomery,http://dbpedia.org/resource/Monk_Montgomery,https://linkedjazz.org/image/square/Monk_Montgomery.png,Q29,Q32,
Jack Crown,Jack_Crown,,,Q29,Q32,
Nat Towles,Nat_Towles,http://dbpedia.org/resource/Nat_Towles,https://linkedjazz.org/image/square/Nat_Towles.png,Q29,Q32,
Buster Cooper,Buster_Cooper,http://dbpedia.org/resource/Buster_Cooper,https://linkedjazz.org/image/square/Buster_Cooper.png,Q29,Q32,
Raymond Scott,Raymond_Scott,http://dbpedia.org/resource/Raymond_Scott,https://linkedjazz.org/image/square/Raymond_Scott.png,Q29,Q32,
Herb Pomeroy,Herb_Pomeroy,http://dbpedia.org/resource/Herb_Pomeroy,https://linkedjazz.org/image/square/Herb_Pomeroy.png,Q29,Q32,
Monty Alexander,Monty_Alexander,http://dbpedia.org/resource/Monty_Alexander,https://linkedjazz.org/image/square/Monty_Alexander.png,Q29,Q32,
Duke Jenkins,Duke_Jenkins,,https://linkedjazz.org/image/square/Duke_Jenkins.png,Q29,Q32,
Stanley Turrentine,Stanley_Turrentine,http://dbpedia.org/resource/Stanley_Turrentine,https://linkedjazz.org/image/square/Stanley_Turrentine.png,Q29,Q32,
Billy Williams,Billy_Williams,http://dbpedia.org/resource/Billy_Williams_%28singer%29,https://linkedjazz.org/image/square/Billy_Williams_(singer).png,Q29,Q32,
Lew Futterman,Lew_Futterman,http://dbpedia.org/resource/Lew_Futterman,https://linkedjazz.org/image/square/Lew_Futterman.png,Q29,Q32,
Ray Bryant,Ray_Bryant,http://dbpedia.org/resource/Ray_Bryant,https://linkedjazz.org/image/square/Ray_Bryant.png,Q29,Q32,
Jerry Lee Lewis,Jerry_Lee_Lewis,http://dbpedia.org/resource/Jerry_Lee_Lewis,https://linkedjazz.org/image/square/Jerry_Lee_Lewis.png,Q29,Q32,
Roy Hamilton,Roy_Hamilton,http://dbpedia.org/resource/Roy_Hamilton,https://linkedjazz.org/image/square/Roy_Hamilton.png,Q29,Q32,
Carol Burnett,Carol_Burnett,http://dbpedia.org/resource/Carol_Burnett,https://linkedjazz.org/image/square/Carol_Burnett.png,Q29,Q32,
Harold Ousley,Harold_Ousley,http://dbpedia.org/resource/Harold_Ousley,https://linkedjazz.org/image/square/Harold_Ousley.png,Q29,Q32,
Phil Spitalny,Phil_Spitalny,http://dbpedia.org/resource/Phil_Spitalny,https://linkedjazz.org/image/square/Phil_Spitalny.png,Q29,Q32,
Johnny Mandel,Johnny_Mandel,http://dbpedia.org/resource/Johnny_Mandel,https://linkedjazz.org/image/square/Johnny_Mandel.png,Q29,Q32,
Jackie Coogan,Jackie_Coogan,http://dbpedia.org/resource/Jackie_Coogan,https://linkedjazz.org/image/square/Jackie_Coogan.png,Q29,Q32,
Chris Griffin,Chris_Griffin,,https://linkedjazz.org/image/square/Chris_Griffin.png,Q29,Q32,
Bobby Colomby,Bobby_Colomby,http://dbpedia.org/resource/Bobby_Colomby,https://linkedjazz.org/image/square/Bobby_Colomby.png,Q29,Q32,
Frank Wess,Frank_Wess,http://dbpedia.org/resource/Frank_Wess,https://linkedjazz.org/image/square/Frank_Wess.png,Q29,Q32,
Frankie Laine,Frankie_Laine,http://dbpedia.org/resource/Frankie_Laine,https://linkedjazz.org/image/square/Frankie_Laine.png,Q29,Q32,
John LaBarbera,John_LaBarbera,http://dbpedia.org/resource/John_LaBarbera,https://linkedjazz.org/image/square/John_LaBarbera.png,Q29,Q32,
Russ Morgan,Russ_Morgan,http://dbpedia.org/resource/Russ_Morgan,https://linkedjazz.org/image/square/Russ_Morgan.png,Q29,Q32,
Sherrie Maricle,Sherrie_Maricle,http://dbpedia.org/resource/Sherrie_Maricle,https://linkedjazz.org/image/square/Sherrie_Maricle.png,Q29,Q32,
Joe Marsala,Joe_Marsala,http://dbpedia.org/resource/Joe_Marsala,https://linkedjazz.org/image/square/Joe_Marsala.png,Q29,Q32,
Patti Page,Patti_Page,http://dbpedia.org/resource/Patti_Page,https://linkedjazz.org/image/square/Patti_Page.png,Q29,Q32,
Bill Charlap,Bill_Charlap,http://dbpedia.org/resource/Bill_Charlap,https://linkedjazz.org/image/square/Bill_Charlap.png,Q29,Q32,
Harry Allen,Harry_Allen,http://dbpedia.org/resource/Harry_Allen_(musician),https://linkedjazz.org/image/square/Harry_Allen_(musician).png,Q29,Q32,
Clora Bryant,Clora_Bryant,http://dbpedia.org/resource/Clora_Bryant,https://linkedjazz.org/image/square/Clora_Bryant.png,Q29,Q32,
Horace Heidt,Horace_Heidt,http://dbpedia.org/resource/Horace_Heidt,https://linkedjazz.org/image/square/Horace_Heidt.png,Q29,Q32,
Viola Smith,Viola_Smith,http://dbpedia.org/resource/Viola_Smith,https://linkedjazz.org/image/square/Viola_Smith.png,Q29,Q32,
Tommy Newsom,Tommy_Newsom,http://dbpedia.org/resource/Tommy_Newsom,https://linkedjazz.org/image/square/Tommy_Newsom.png,Q29,Q32,
Adele Girard,Adele_Girard,http://dbpedia.org/resource/Adele_Girard,https://linkedjazz.org/image/square/Adele_Girard.png,Q29,Q32,
Tiny Bradshaw,Tiny_Bradshaw,http://dbpedia.org/resource/Tiny_Bradshaw,https://linkedjazz.org/image/square/Tiny_Bradshaw.png,Q29,Q32,
George Steinbrenner,George_Steinbrenner,http://dbpedia.org/resource/George_Steinbrenner,https://linkedjazz.org/image/square/George_Steinbrenner.png,Q29,Q32,
Robert Benchley,Robert_Benchley,http://dbpedia.org/resource/Robert_Benchley,https://linkedjazz.org/image/square/Robert_Benchley.png,Q29,Q32,
Jean Bach,Jean_Bach,,https://linkedjazz.org/image/square/Jean_Bach.png,Q29,Q32,
Nipsy Russell,Nipsy_Russell,http://dbpedia.org/resource/Nipsy_Russell,https://linkedjazz.org/image/square/Nipsy_Russell.png,Q29,Q32,
Don Baker,Don_Baker,,https://linkedjazz.org/image/square/Don_Baker.png,Q29,Q32,
Conrad Gozzo,Conrad_Gozzo,http://dbpedia.org/resource/Conrad_Gozzo,https://linkedjazz.org/image/square/Conrad_Gozzo.png,Q29,Q32,
Artie Shapiro,Artie_Shapiro,http://dbpedia.org/resource/Artie_Shapiro,,Q29,Q32,
Marty Marsala,Marty_Marsala,http://dbpedia.org/resource/Marty_Marsala,https://linkedjazz.org/image/square/Marty_Marsala.png,Q29,Q32,
Tiny Kahn,Tiny_Kahn,http://dbpedia.org/resource/Tiny_Kahn,https://linkedjazz.org/image/square/Tiny_Kahn.png,Q29,Q32,
Harvey Schiller,Harvey_Schiller,http://dbpedia.org/resource/Harvey_Schiller,https://linkedjazz.org/image/square/Harvey_Schiller.png,Q29,Q32,
George Duvivier,George_Duvivier,http://dbpedia.org/resource/George_Duvivier,https://linkedjazz.org/image/square/George_Duvivier.png,Q29,Q32,
David Merrick,David_Merrick,http://dbpedia.org/resource/David_Merrick,,Q29,Q32,
Bill Reddie,Bill_Reddie,,,Q29,Q32,
Dee Dee Bridgewater,Dee_Dee_Bridgewater,http://dbpedia.org/resource/Dee_Dee_Bridgewater,https://linkedjazz.org/image/square/Dee_Dee_Bridgewater.png,Q29,Q32,
Nat Jaffe,Nat_Jaffe,http://dbpedia.org/resource/Nat_Jaffe,https://linkedjazz.org/image/square/Nat_Jaffe.png,Q29,Q32,
Carl Hoff,Carl_Hoff,,https://linkedjazz.org/image/square/Carl_Hoff.png,Q29,Q32,
Cliff Leeman,Cliff_Leeman,http://dbpedia.org/resource/Cliff_Leeman,https://linkedjazz.org/image/square/Cliff_Leeman.png,Q29,Q32,
Buddy Morrow,Buddy_Morrow,http://dbpedia.org/resource/Buddy_Morrow,https://linkedjazz.org/image/square/Buddy_Morrow.png,Q29,Q32,
Dennis Mackrel,Dennis_Mackrel,http://dbpedia.org/resource/Dennis_Mackrel,https://linkedjazz.org/image/square/Dennis_Mackrel.png,Q29,Q32,
Bunny Berigan,Bunny_Berigan,http://dbpedia.org/resource/Bunny_Berigan,https://linkedjazz.org/image/square/Bunny_Berigan.png,Q29,Q32,
Stanley Kay,Stanley_Kay,,https://linkedjazz.org/image/square/Stanley_Kay.png,Q29,Q32,
Jack Lesberg,Jack_Lesberg,http://dbpedia.org/resource/Jack_Lesberg,https://linkedjazz.org/image/square/Jack_Lesberg.png,Q29,Q32,
Shorty Sherock,Shorty_Sherock,http://dbpedia.org/resource/Shorty_Sherock,https://linkedjazz.org/image/square/Shorty_Sherock.png,Q29,Q32,
Renee Rosnes,Renee_Rosnes,http://dbpedia.org/resource/Renee_Rosnes,https://linkedjazz.org/image/square/Renee_Rosnes.png,Q29,Q32,
Berry Gordy,Berry_Gordy,http://dbpedia.org/resource/Berry_Gordy,https://linkedjazz.org/image/square/Berry_Gordy.png,Q29,Q32,
Nat Adderley,Nat_Adderley,http://dbpedia.org/resource/Nat_Adderley,https://linkedjazz.org/image/square/Nat_Adderley.png,Q29,Q32,
Carmell Jones,Carmell_Jones,http://dbpedia.org/resource/Carmell_Jones,https://linkedjazz.org/image/square/Carmell_Jones.png,Q29,Q32,
Bobby Burgess,Bobby_Burgess,,https://linkedjazz.org/image/square/Bobby_Burgess.png,Q29,Q32,
Lawrence Brown,Lawrence_Brown,http://dbpedia.org/resource/Lawrence_Brown_(musician),https://linkedjazz.org/image/square/Lawrence_Brown_(musician).png,Q29,Q32,
Terell Stafford,Terell_Stafford,http://dbpedia.org/resource/Terell_Stafford,https://linkedjazz.org/image/square/Terell_Stafford.png,Q29,Q32,
Wes Montgomery,Wes_Montgomery,http://dbpedia.org/resource/Wes_Montgomery,https://linkedjazz.org/image/square/Wes_Montgomery.png,Q29,Q32,
Bill Watrous,Bill_Watrous,http://dbpedia.org/resource/Bill_Watrous,https://linkedjazz.org/image/square/Bill_Watrous.png,Q29,Q32,
Levi Stubbs,Levi_Stubbs,http://dbpedia.org/resource/Levi_Stubbs,https://linkedjazz.org/image/square/Levi_Stubbs.png,Q29,Q32,
Don Sebesky,Don_Sebesky,http://dbpedia.org/resource/Don_Sebesky,https://linkedjazz.org/image/square/Don_Sebesky.png,Q29,Q32,
J.J. Johnson,J.J._Johnson,http://dbpedia.org/resource/J.J._Johnson,https://linkedjazz.org/image/square/J.J._Johnson.png,Q29,Q32,
Leo Wright,Leo_Wright,http://dbpedia.org/resource/Leo_Wright,https://linkedjazz.org/image/square/Leo_Wright.png,Q29,Q32,
Buddy Johnson,Buddy_Johnson,http://dbpedia.org/resource/Buddy_Johnson,https://linkedjazz.org/image/square/Buddy_Johnson.png,Q29,Q32,
Willie Maiden,Willie_Maiden,http://dbpedia.org/resource/Willie_Maiden,https://linkedjazz.org/image/square/Willie_Maiden.png,Q29,Q32,
David Baker,David_Baker,http://dbpedia.org/resource/David_Baker_(composer),https://linkedjazz.org/image/square/David_Baker_(composer).png,Q29,Q32,
Wynton Kelly,Wynton_Kelly,http://dbpedia.org/resource/Wynton_Kelly,https://linkedjazz.org/image/square/Wynton_Kelly.png,Q29,Q32,
