Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
Steve Gadd,Steve_Gadd,http://dbpedia.org/resource/Steve_Gadd,https://linkedjazz.org/image/square/Steve_Gadd.png,Q29,Q32,
Ernie Royal,Ernie_Royal,http://dbpedia.org/resource/Ernie_Royal,https://linkedjazz.org/image/square/Ernie_Royal.png,Q29,Q32,
Milt Buckner,Milt_Buckner,http://dbpedia.org/resource/Milt_Buckner,https://linkedjazz.org/image/square/Milt_Buckner.png,Q29,Q32,
Dewey Redman,Dewey_Redman,http://dbpedia.org/resource/Dewey_Redman,https://linkedjazz.org/image/square/Dewey_Redman.png,Q29,Q32,
Jabbo Smith,Jabbo_Smith,http://dbpedia.org/resource/Jabbo_Smith,https://linkedjazz.org/image/square/Jabbo_Smith.png,Q29,Q32,
Buddy Tate,Buddy_Tate,http://dbpedia.org/resource/Buddy_Tate_(musician),https://linkedjazz.org/image/square/Buddy_Tate_(musician).png,Q29,Q32,
Junior Mance,Junior_Mance,http://dbpedia.org/resource/Junior_Mance,https://linkedjazz.org/image/square/Junior_Mance.png,Q29,Q32,
Stevie Wonder,Stevie_Wonder,http://dbpedia.org/resource/Stevie_Wonder,https://linkedjazz.org/image/square/Stevie_Wonder.png,Q29,Q32,
Joe Sherman,Joe_Sherman,,https://linkedjazz.org/image/square/Joe_Sherman.png,Q29,Q32,
Joe Glaser,Joe_Glaser,http://dbpedia.org/resource/Joe_Glaser,https://linkedjazz.org/image/square/Joe_Glaser.png,Q29,Q32,
Joshua Redman,Joshua_Redman,http://dbpedia.org/resource/Joshua_Redman,https://linkedjazz.org/image/square/Joshua_Redman.png,Q29,Q32,
Al Grey,Al_Grey,http://dbpedia.org/resource/Al_Grey,https://linkedjazz.org/image/square/Al_Grey.png,Q29,Q32,
Les Hite,Les_Hite,http://dbpedia.org/resource/Les_Hite,https://linkedjazz.org/image/square/Les_Hite.png,Q29,Q32,
Gladys Riddle,Gladys_Riddle,,https://linkedjazz.org/image/square/Gladys_Riddle.png,Q29,Q32,
Lena Horne,Lena_Horne,http://dbpedia.org/resource/Lena_Horne,https://linkedjazz.org/image/square/Lena_Horne.png,Q29,Q32,
Herbie Hancock,Herbie_Hancock,http://dbpedia.org/resource/Herbie_Hancock,https://linkedjazz.org/image/square/Herbie_Hancock.png,Q29,Q32,
Donald Byrd,Donald_Byrd,http://dbpedia.org/resource/Donald_Byrd,https://linkedjazz.org/image/square/Donald_Byrd.png,Q29,Q32,
George Schick,George_Schick,,https://linkedjazz.org/image/square/George_Schick.png,Q29,Q32,
Myra Hess,Myra_Hess,http://dbpedia.org/resource/Myra_Hess,https://linkedjazz.org/image/square/Myra_Hess.png,Q29,Q32,
Gil Evans,Gil_Evans,http://dbpedia.org/resource/Gil_Evans,https://linkedjazz.org/image/square/Gil_Evans.png,Q29,Q32,
Teo Macero,Teo_Macero,http://dbpedia.org/resource/Teo_Macero,https://linkedjazz.org/image/square/Teo_Macero.png,Q29,Q32,
Michael Greene,Michael_Greene,http://dbpedia.org/resource/Michael_Greene_(arts),https://linkedjazz.org/image/square/Michael_Greene_(arts).png,Q29,Q32,
Gayle Moran,Gayle_Moran,http://dbpedia.org/resource/Gayle_Moran,https://linkedjazz.org/image/square/Gayle_Moran.png,Q29,Q32,
George Coleman,George_Coleman,http://dbpedia.org/resource/George_Coleman,https://linkedjazz.org/image/square/George_Coleman.png,Q29,Q32,
Don Goldberg,Don_Goldberg,,https://linkedjazz.org/image/square/Don_Goldberg.png,Q29,Q32,
Bull Ruther,Bull_Ruther,,https://linkedjazz.org/image/square/Bull_Ruther.png,Q29,Q32,
Pierre Salinger,Pierre_Salinger,http://dbpedia.org/resource/Pierre_Salinger,https://linkedjazz.org/image/square/Pierre_Salinger.png,Q29,Q32,
Bill Russo,Bill_Russo,http://dbpedia.org/resource/William_Russo_(musician),https://linkedjazz.org/image/square/William_Russo_(musician).png,Q29,Q32,
Henry Cowell,Henry_Cowell,http://dbpedia.org/resource/Henry_Cowell,https://linkedjazz.org/image/square/Henry_Cowell.png,Q29,Q32,
Sol Weiss,Sol_Weiss,http://dbpedia.org/resource/Fantasy_Records,,Q29,Q32,
Chet Huntley,Chet_Huntley,http://dbpedia.org/resource/Chet_Huntley,https://linkedjazz.org/image/square/Chet_Huntley.png,Q29,Q32,
Georgia Frontiere,Georgia_Frontiere,http://dbpedia.org/resource/Georgia_Frontiere,https://linkedjazz.org/image/square/Georgia_Frontiere.png,Q29,Q32,
Red Norvo,Red_Norvo,http://dbpedia.org/resource/Red_Norvo,https://linkedjazz.org/image/square/Red_Norvo.png,Q29,Q32,
Bud Harr,Bud_Harr,,https://linkedjazz.org/image/square/Bud_Harr.png,Q29,Q32,
Paul Desmond,Paul_Desmond,http://dbpedia.org/resource/Paul_Desmond,https://linkedjazz.org/image/square/Paul_Desmond.png,Q29,Q32,
Ken Curtis,Ken_Curtis,http://dbpedia.org/resource/Ken_Curtis,https://linkedjazz.org/image/square/Ken_Curtis.png,Q29,Q32,
Ted Rosenthal,Ted_Rosenthal,http://dbpedia.org/resource/Ted_Rosenthal,https://linkedjazz.org/image/square/Ted_Rosenthal.png,Q29,Q32,
Jack Kennedy,Jack_Kennedy,http://dbpedia.org/resource/Jack_Kennedy,https://linkedjazz.org/image/square/Jack_Kennedy.png,Q29,Q32,
Ralph Gleason,Ralph_Gleason,http://dbpedia.org/resource/Ralph_Gleason,https://linkedjazz.org/image/square/Ralph_Gleason.png,Q29,Q32,
Aldus Huxley,Aldus_Huxley,http://dbpedia.org/resource/Aldus_Huxley,https://linkedjazz.org/image/square/Aldus_Huxley.png,Q29,Q32,
Lew Soloff,Lew_Soloff,http://dbpedia.org/resource/Lew_Soloff,https://linkedjazz.org/image/square/Lew_Soloff.png,Q29,Q32,
Joe Morello,Joe_Morello,http://dbpedia.org/resource/Joe_Morello,https://linkedjazz.org/image/square/Joe_Morello.png,Q29,Q32,
Neil Tesser,Neil_Tesser,,https://linkedjazz.org/image/square/Neil_Tesser.png,Q29,Q32,
Nadia Boulanger,Nadia_Boulanger,http://dbpedia.org/resource/Nadia_Boulanger,https://linkedjazz.org/image/square/Nadia_Boulanger.png,Q29,Q32,
Turk Murphy,Turk_Murphy,http://dbpedia.org/resource/Turk_Murphy,https://linkedjazz.org/image/square/Turk_Murphy.png,Q29,Q32,
Richard Rodgers,Richard_Rodgers,http://dbpedia.org/resource/Richard_Rodgers,https://linkedjazz.org/image/square/Richard_Rodgers.png,Q29,Q32,
Ted Gioia,Ted_Gioia,http://dbpedia.org/resource/Ted_Gioia,https://linkedjazz.org/image/square/Ted_Gioia.png,Q29,Q32,
Clint Eastwood,Clint_Eastwood,http://dbpedia.org/resource/Clint_eastwood,https://linkedjazz.org/image/square/Clint_eastwood.png,Q29,Q32,
Al Davis,Al_Davis,http://dbpedia.org/resource/Al_Davis,https://linkedjazz.org/image/square/Al_Davis.png,Q29,Q32,
Cal Tjader,Cal_Tjader,http://dbpedia.org/resource/Cal_Tjader,https://linkedjazz.org/image/square/Cal_Tjader.png,Q29,Q32,
Dean Carl Nosse,Dean_Carl_Nosse,,https://linkedjazz.org/image/square/Dean_Carl_Nosse.png,Q29,Q32,
Richard Nixon,Richard_Nixon,http://dbpedia.org/resource/Richard_nixon,https://linkedjazz.org/image/square/Richard_nixon.png,Q29,Q32,
Russell Gloyd,Russell_Gloyd,,https://linkedjazz.org/image/square/Russell_Gloyd.png,Q29,Q32,
Matt Dennis,Matt_Dennis,http://dbpedia.org/resource/Matt_Dennis,https://linkedjazz.org/image/square/Matt_Dennis.png,Q29,Q32,
Darrell Cutler,Darrell_Cutler,,https://linkedjazz.org/image/square/Darrell_Cutler.png,Q29,Q32,
Irving Townsend,Irving_Townsend,http://dbpedia.org/resource/Irving_Townsend,https://linkedjazz.org/image/square/Irving_Townsend.png,Q29,Q32,
Junior Raglin,Junior_Raglin,http://dbpedia.org/resource/Junior_Raglin,https://linkedjazz.org/image/square/Junior_Raglin.png,Q29,Q32,
King Hussein,King_Hussein,http://dbpedia.org/resource/King_Hussein,https://linkedjazz.org/image/square/King_Hussein.png,Q29,Q32,
Barbara Bel Geddes,Barbara_Bel_Geddes,http://dbpedia.org/resource/Barbara_Bel_Geddes,https://linkedjazz.org/image/square/Barbara_Bel_Geddes.png,Q29,Q32,
Norman Bates,Norman_Bates,http://dbpedia.org/resource/Norman_Bates_(musician),https://linkedjazz.org/image/square/Norman_Bates_(musician).png,Q29,Q32,
Doris Duke,Doris_Duke,http://dbpedia.org/resource/Doris_Duke,https://linkedjazz.org/image/square/Doris_Duke.png,Q29,Q32,
Jim Bancroft,Jim_Bancroft,,,Q29,Q32,
Johnny Coppola,Johnny_Coppola,,https://linkedjazz.org/image/square/Johnny_Coppola.png,Q29,Q32,
Mercer Ellington,Mercer_Ellington,http://dbpedia.org/resource/Mercer_Ellington,https://linkedjazz.org/image/square/Mercer_Ellington.png,Q29,Q32,
Gunther Schuller,Gunther_Schuller,http://dbpedia.org/resource/Gunther_Schuller,https://linkedjazz.org/image/square/Gunther_Schuller.png,Q29,Q32,
Darius Brubeck,Darius_Brubeck,http://dbpedia.org/resource/Darius_Brubeck,https://linkedjazz.org/image/square/Darius_Brubeck.png,Q29,Q32,
Leland Hayward,Leland_Hayward,http://dbpedia.org/resource/Leland_Hayward,https://linkedjazz.org/image/square/Leland_Hayward.png,Q29,Q32,
Clive Davis,Clive_Davis,http://dbpedia.org/resource/Clive_Davis,https://linkedjazz.org/image/square/Clive_Davis.png,Q29,Q32,
Cole Porter,Cole_Porter,http://dbpedia.org/resource/Cole_Porter,https://linkedjazz.org/image/square/Cole_Porter.png,Q29,Q32,
Jack Fina,Jack_Fina,http://dbpedia.org/resource/Jack_Fina,https://linkedjazz.org/image/square/Jack_Fina.png,Q29,Q32,
Marlene Dietrich,Marlene_Dietrich,http://dbpedia.org/resource/Marlene_Dietrich,https://linkedjazz.org/image/square/Marlene_Dietrich.png,Q29,Q32,
David van Kriedt,David_van_Kriedt,http://dbpedia.org/resource/David_van_Kriedt,https://linkedjazz.org/image/square/David_van_Kriedt.png,Q29,Q32,
Bob Skinner,Bob_Skinner,,,Q29,Q32,
Eddie Duran,Eddie_Duran,,https://linkedjazz.org/image/square/Eddie_Duran.png,Q29,Q32,
Cleo Brown,Cleo_Brown,,https://linkedjazz.org/image/square/Cleo_Brown.png,Q29,Q32,
Howard Brubeck,Howard_Brubeck,,,Q29,Q32,
Bill Smith,Bill_Smith,http://dbpedia.org/resource/Bill_Smith_(Canadian_musician),https://linkedjazz.org/image/square/Bill_Smith_(Canadian_musician).png,Q29,Q32,
Howard Peter Brubeck,Howard_Peter_Brubeck,,,Q29,Q32,
John Marabuto,John_Marabuto,,https://linkedjazz.org/image/square/John_Marabuto.png,Q29,Q32,
Skinnay Ennis,Skinnay_Ennis,http://dbpedia.org/resource/Skinnay_Ennis,https://linkedjazz.org/image/square/Skinnay_Ennis.png,Q29,Q32,
Richard Jeweler ,Richard_Jeweler_,,,Q29,Q32,
John Hammond,John_Hammond,http://dbpedia.org/resource/John_H._Hammond,https://linkedjazz.org/image/square/John_H._Hammond.png,Q29,Q32,
Alvino Rey,Alvino_Rey,http://dbpedia.org/resource/Alvino_Rey,https://linkedjazz.org/image/square/Alvino_Rey.png,Q29,Q32,
Max Weiss,Max_Weiss,http://dbpedia.org/resource/Fantasy_Records,https://linkedjazz.org/image/square/Fantasy_Records.png,Q29,Q32,
Christopher Isherwood,Christopher_Isherwood,http://dbpedia.org/resource/Christopher_Isherwood,https://linkedjazz.org/image/square/Christopher_Isherwood.png,Q29,Q32,
Jack Weeks,Jack_Weeks,,,Q29,Q32,
Ron Crotty,Ron_Crotty,,https://linkedjazz.org/image/square/Ron_Crotty.png,Q29,Q32,
Goddard Lieberson,Goddard_Lieberson,http://dbpedia.org/resource/Goddard_Lieberson,https://linkedjazz.org/image/square/Goddard_Lieberson.png,Q29,Q32,
Ernie Farmer,Ernie_Farmer,,,Q29,Q32,
Cal Lampley,Cal_Lampley,http://dbpedia.org/resource/Cal_Lampley,https://linkedjazz.org/image/square/Cal_Lampley.png,Q29,Q32,
Herb Wong,Herb_Wong,,https://linkedjazz.org/image/square/Herb_Wong.png,Q29,Q32,
Andrei Sakharov,Andrei_Sakharov,http://dbpedia.org/resource/Andrei_Sakharov,https://linkedjazz.org/image/square/Andrei_Sakharov.png,Q29,Q32,
Billy Kyle,Billy_Kyle,http://dbpedia.org/resource/Billy_Kyle,https://linkedjazz.org/image/square/Billy_Kyle.png,Q29,Q32,
Carmen McRae,Carmen_McRae,http://dbpedia.org/resource/Carmen_McRae,https://linkedjazz.org/image/square/Carmen_McRae.png,Q29,Q32,
Vince Guaraldi,Vince_Guaraldi,http://dbpedia.org/resource/Vince_Guaraldi,https://linkedjazz.org/image/square/Vince_Guaraldi.png,Q29,Q32,
Gerald Ford,Gerald_Ford,http://dbpedia.org/resource/Gerald_Ford,https://linkedjazz.org/image/square/Gerald_Ford.png,Q29,Q32,
Jack Six,Jack_Six,,https://linkedjazz.org/image/square/Jack_Six.png,Q29,Q32,
George Avakian,George_Avakian,http://dbpedia.org/resource/George_Avakian,https://linkedjazz.org/image/square/George_Avakian.png,Q29,Q32,
Chris Brubeck,Chris_Brubeck,http://dbpedia.org/resource/Chris_Brubeck,https://linkedjazz.org/image/square/Chris_Brubeck.png,Q29,Q32,
Pete Rugolo,Pete_Rugolo,http://dbpedia.org/resource/Pete_Rugolo,https://linkedjazz.org/image/square/Pete_Rugolo.png,Q29,Q32,
Tony Bennett,Tony_Bennett,http://dbpedia.org/resource/Tony_Bennett,https://linkedjazz.org/image/square/Tony_Bennett.png,Q29,Q32,
Walter Cronkite,Walter_Cronkite,http://dbpedia.org/resource/Walter_Cronkite,https://linkedjazz.org/image/square/Walter_Cronkite.png,Q29,Q32,
Jimmy Carter,Jimmy_Carter,http://dbpedia.org/resource/Jimmy_Carter,https://linkedjazz.org/image/square/Jimmy_Carter.png,Q29,Q32,
Earle Weatherwax,Earle_Weatherwax,,https://linkedjazz.org/image/square/Earle_Weatherwax.png,Q29,Q32,
George Moore,George_Moore,,,Q29,Q32,
Herb Geller,Herb_Geller,http://dbpedia.org/resource/Herb_Geller,https://linkedjazz.org/image/square/Herb_Geller.png,Q29,Q32,
Ray Wax,Ray_Wax,,,Q29,Q32,
Studs Terkel,Studs_Terkel,http://dbpedia.org/resource/Studs_Terkel,https://linkedjazz.org/image/square/Studs_Terkel.png,Q29,Q32,
Charles Ives,Charles_Ives,http://dbpedia.org/resource/Charles_Ives,https://linkedjazz.org/image/square/Charles_Ives.png,Q29,Q32,
Russell Means,Russell_Means,http://dbpedia.org/resource/Russell_Means,https://linkedjazz.org/image/square/Russell_Means.png,Q29,Q32,
Herb Barman,Herb_Barman,,https://linkedjazz.org/image/square/Herb_Barman.png,Q29,Q32,
Tal Farlow,Tal_Farlow,http://dbpedia.org/resource/Tal_Farlow,https://linkedjazz.org/image/square/Tal_Farlow.png,Q29,Q32,
Iola Brubeck,Iola_Brubeck,,https://linkedjazz.org/image/square/Iola_Brubeck.png,Q29,Q32,
Doug Ramsey,Doug_Ramsey,,https://linkedjazz.org/image/square/Doug_Ramsey.png,Q29,Q32,
Denise McClugagge,Denise_McClugagge,http://dbpedia.org/resource/Denise_McCluggage,https://linkedjazz.org/image/square/Denise_McCluggage.png,Q29,Q32,
Barry Ulanov,Barry_Ulanov,http://dbpedia.org/resource/Barry_Ulanov,https://linkedjazz.org/image/square/Barry_Ulanov.png,Q29,Q32,
Jimmy Blanton,Jimmy_Blanton,http://dbpedia.org/resource/Jimmy_Blanton,https://linkedjazz.org/image/square/Jimmy_Blanton.png,Q29,Q32,
George Shultz,George_Shultz,http://dbpedia.org/resource/George_Shultz,https://linkedjazz.org/image/square/George_Shultz.png,Q29,Q32,
Darius Milhaud,Darius_Milhaud,http://dbpedia.org/resource/Darius_Milhaud,https://linkedjazz.org/image/square/Darius_Milhaud.png,Q29,Q32,
Lu Watters,Lu_Watters,http://dbpedia.org/resource/Lu_Watters,https://linkedjazz.org/image/square/Lu_Watters.png,Q29,Q32,
Dick Collins,Dick_Collins,http://dbpedia.org/resource/Richard_J._Collins,https://linkedjazz.org/image/square/Richard_J._Collins.png,Q29,Q32,
Nancy Reagan,Nancy_Reagan,http://dbpedia.org/resource/Nancy_Reagan,https://linkedjazz.org/image/square/Nancy_Reagan.png,Q29,Q32,
Norman Simmons,Norman_Simmons,http://dbpedia.org/resource/Norman_Simmons_(musician),https://linkedjazz.org/image/square/Norman_Simmons_(musician).png,Q29,Q32,
Joe Bardussen,Joe_Bardussen,,,Q29,Q32,
Buddy Bolden,Buddy_Bolden,http://dbpedia.org/resource/Buddy_Bolden,https://linkedjazz.org/image/square/Buddy_Bolden.png,Q29,Q32,
Red Saunders,Red_Saunders,http://dbpedia.org/resource/Red_Saunders_(musician),https://linkedjazz.org/image/square/Red_Saunders_(musician).png,Q29,Q32,
Terence Blanchard,Terence_Blanchard,http://dbpedia.org/resource/Terence_Blanchard,https://linkedjazz.org/image/square/Terence_Blanchard.png,Q29,Q32,
Sonny Cohn,Sonny_Cohn,http://dbpedia.org/resource/Sonny_Cohn,https://linkedjazz.org/image/square/Sonny_Cohn.png,Q29,Q32,
Peg Leg Bates,Peg_Leg_Bates,http://dbpedia.org/resource/Peg_Leg_Bates,https://linkedjazz.org/image/square/Peg_Leg_Bates.png,Q29,Q32,
Lurlean Hunter,Lurlean_Hunter,,https://linkedjazz.org/image/square/Lurlean_Hunter.png,Q29,Q32,
Jimmy Forrest,Jimmy_Forrest,http://dbpedia.org/resource/Jimmy_Forrest,https://linkedjazz.org/image/square/Jimmy_Forrest.png,Q29,Q32,
Joe Wilson,Joe_Wilson,,https://linkedjazz.org/image/square/Joe_Wilson.png,Q29,Q32,
David Adams,David_Adams,,https://linkedjazz.org/image/square/David_Adams.png,Q29,Q32,
John Williams,John_Williams,http://dbpedia.org/resource/John_Williams,https://linkedjazz.org/image/square/John_Williams.png,Q29,Q32,
Nicholas Payton,Nicholas_Payton,http://dbpedia.org/resource/Nicholas_Payton,https://linkedjazz.org/image/square/Nicholas_Payton.png,Q29,Q32,
Charlie Fowlkes,Charlie_Fowlkes,http://dbpedia.org/resource/Charles_Fowlkes,https://linkedjazz.org/image/square/Charles_Fowlkes.png,Q29,Q32,
Johnny Pate,Johnny_Pate,http://dbpedia.org/resource/Johnny_Pate,https://linkedjazz.org/image/square/Johnny_Pate.png,Q29,Q32,
Eddie Cantor,Eddie_Cantor,http://dbpedia.org/resource/Eddie_Cantor,https://linkedjazz.org/image/square/Eddie_Cantor.png,Q29,Q32,
Jon Hendricks,Jon_Hendricks,http://dbpedia.org/resource/Jon_Hendricks,https://linkedjazz.org/image/square/Jon_Hendricks.png,Q29,Q32,
Eddie Peabody,Eddie_Peabody,http://dbpedia.org/resource/Eddie_Peabody,https://linkedjazz.org/image/square/Eddie_Peabody.png,Q29,Q32,
Ed Sytock,Ed_Sytock,,,Q29,Q32,
T-Bone Walker,T-Bone_Walker,http://dbpedia.org/resource/T-Bone_Walker,https://linkedjazz.org/image/square/T-Bone_Walker.png,Q29,Q32,
Flocks McConnell,Flocks_McConnell,,,Q29,Q32,
Johnny Long,Johnny_Long,http://dbpedia.org/resource/Johnny_Long_(musician),https://linkedjazz.org/image/square/Johnny_Long_(musician).png,Q29,Q32,
Lucky Thompson,Lucky_Thompson,http://dbpedia.org/resource/Lucky_Thompson,https://linkedjazz.org/image/square/Lucky_Thompson.png,Q29,Q32,
Victor Sproles,Victor_Sproles,http://dbpedia.org/resource/Victor_Sproles,https://linkedjazz.org/image/square/Victor_Sproles.png,Q29,Q32,
Johnny Vant,Johnny_Vant,,,Q29,Q32,
Walter Page,Walter_Page,http://dbpedia.org/resource/Walter_Page,https://linkedjazz.org/image/square/Walter_Page.png,Q29,Q32,
Ernie Wilkins,Ernie_Wilkins,http://dbpedia.org/resource/Ernie_Wilkins,https://linkedjazz.org/image/square/Ernie_Wilkins.png,Q29,Q32,
Willie Smith,Willie_Smith,http://dbpedia.org/resource/Willie_%22Big_Eyes%22_Smith,https://linkedjazz.org/image/square/Willie_Big_Eyes_Smith.png,Q29,Q32,
Paul Campbell,Paul_Campbell,,https://linkedjazz.org/image/square/Paul_Campbell.png,Q29,Q32,
Buddy Young,Buddy_Young,http://dbpedia.org/resource/Buddy_Young,https://linkedjazz.org/image/square/Buddy_Young.png,Q29,Q32,
Melba Liston,Melba_Liston,http://dbpedia.org/resource/Melba_Liston,https://linkedjazz.org/image/square/Melba_Liston.png,Q29,Q32,
George Hudson,George_Hudson,,https://linkedjazz.org/image/square/George_Hudson.png,Q29,Q32,
Mack Easton,Mack_Easton,,,Q29,Q32,
Big George Matthews,Big_George_Matthews,http://dbpedia.org/resource/George_Matthews_(musician),https://linkedjazz.org/image/square/George_Matthews_(musician).png,Q29,Q32,
Jimmy Kennedy,Jimmy_Kennedy,,https://linkedjazz.org/image/square/Jimmy_Kennedy.png,Q29,Q32,
Jack Sheldon,Jack_Sheldon,http://dbpedia.org/resource/Jack_Sheldon,https://linkedjazz.org/image/square/Jack_Sheldon.png,Q29,Q32,
Snooky Young,Snooky_Young,http://dbpedia.org/resource/Snooky_Young,https://linkedjazz.org/image/square/Snooky_Young.png,Q29,Q32,
Ivie Anderson,Ivie_Anderson,http://dbpedia.org/resource/Ivie_Anderson,https://linkedjazz.org/image/square/Ivie_Anderson.png,Q29,Q32,
Eddie Vinson,Eddie_Vinson,http://dbpedia.org/resource/Eddie_Vinson,https://linkedjazz.org/image/square/Eddie_Vinson.png,Q29,Q32,
Walter Peacock,Walter_Peacock,,,Q29,Q32,
James Monday,James_Monday,,,Q29,Q32,
Marvin Wright,Marvin_Wright,,https://linkedjazz.org/image/square/Marvin_Wright.png,Q29,Q32,
Adam Lambert,Adam_Lambert,,https://linkedjazz.org/image/square/Adam_Lambert.png,Q29,Q32,
Sidney DeParis,Sidney_DeParis,,https://linkedjazz.org/image/square/Sidney_DeParis.png,Q29,Q32,
Jimmy Harrison,Jimmy_Harrison,http://dbpedia.org/resource/Jimmy_Harrison,https://linkedjazz.org/image/square/Jimmy_Harrison.png,Q29,Q32,
Ken McComa,Ken_McComa,,,Q29,Q32,
Jimmy Archey,Jimmy_Archey,http://dbpedia.org/resource/Jimmy_Archey,https://linkedjazz.org/image/square/Jimmy_Archey.png,Q29,Q32,
Joe Thomas,Joe_Thomas,http://dbpedia.org/resource/Joe_Thomas_(saxophonist),https://linkedjazz.org/image/square/Joe_Thomas_(saxophonist).png,Q29,Q32,
Earl Bostic,Earl_Bostic,http://dbpedia.org/resource/Earl_Bostic,https://linkedjazz.org/image/square/Earl_Bostic.png,Q29,Q32,
Jimmy Sands,Jimmy_Sands,,https://linkedjazz.org/image/square/Jimmy_Sands.png,Q29,Q32,
Benny Waters,Benny_Waters,http://dbpedia.org/resource/Benny_Waters,https://linkedjazz.org/image/square/Benny_Waters.png,Q29,Q32,
Hot Lips Page,Hot_Lips_Page,http://dbpedia.org/resource/Hot_Lips_Page,https://linkedjazz.org/image/square/Hot_Lips_Page.png,Q29,Q32,
Charlie Johnson,Charlie_Johnson,http://dbpedia.org/resource/Charlie_Johnson_(bandleader),https://linkedjazz.org/image/square/Charlie_Johnson_(bandleader).png,Q29,Q32,
Billy Taylor,Billy_Taylor,http://dbpedia.org/resource/Billy_Taylor,https://linkedjazz.org/image/square/Billy_Taylor.png,Q29,Q32,
Dan Grissom,Dan_Grissom,,https://linkedjazz.org/image/square/Dan_Grissom.png,Q29,Q32,
Perry Bradford,Perry_Bradford,,https://linkedjazz.org/image/square/Perry_Bradford.png,Q29,Q32,
Trummy Young,Trummy_Young,http://dbpedia.org/resource/Trummy_Young,https://linkedjazz.org/image/square/Trummy_Young.png,Q29,Q32,
Mamie Smith,Mamie_Smith,http://dbpedia.org/resource/Mamie_Smith,https://linkedjazz.org/image/square/Mamie_Smith.png,Q29,Q32,
Edgar Sampson,Edgar_Sampson,,https://linkedjazz.org/image/square/Edgar_Sampson.png,Q29,Q32,
Chico Hamilton,Chico_Hamilton,http://dbpedia.org/resource/Chico_Hamilton,https://linkedjazz.org/image/square/Chico_Hamilton.png,Q29,Q32,
Len Lyons,Len_Lyons,,https://linkedjazz.org/image/square/Len_Lyons.png,Q29,Q32,
Randy Weston,Randy_Weston,http://dbpedia.org/resource/Randy_Weston,https://linkedjazz.org/image/square/Randy_Weston.png,Q29,Q32,
Red Garland,Red_Garland,http://dbpedia.org/resource/Red_Garland,https://linkedjazz.org/image/square/Red_Garland.png,Q29,Q32,
Leopold Stokowski,Leopold_Stokowski,,https://linkedjazz.org/image/square/Leopold_Stokowski.png,Q29,Q32,
Art Farmer,Art_Farmer,http://dbpedia.org/resource/Art_Farmer,https://linkedjazz.org/image/square/Art_Farmer.png,Q29,Q32,
Slide Hampton,Slide_Hampton,http://dbpedia.org/resource/Slide_Hampton,https://linkedjazz.org/image/square/Slide_Hampton.png,Q29,Q32,
Maynard Ferguson,Maynard_Ferguson,http://dbpedia.org/resource/Maynard_Ferguson,https://linkedjazz.org/image/square/Maynard_Ferguson.png,Q29,Q32,
Ahmad Jamal,Ahmad_Jamal,http://dbpedia.org/resource/Ahmad_Jamal,https://linkedjazz.org/image/square/Ahmad_Jamal.png,Q29,Q32,
Mundell Lowe,Mundell_Lowe,http://dbpedia.org/resource/Mundell_Lowe,https://linkedjazz.org/image/square/Mundell_Lowe.png,Q29,Q32,
Oliver Nelson,Oliver_Nelson,http://dbpedia.org/resource/Oliver_Nelson,https://linkedjazz.org/image/square/Oliver_Nelson.png,Q29,Q32,
Don Lamond,Don_Lamond,http://dbpedia.org/resource/Don_Lamond,https://linkedjazz.org/image/square/Don_Lamond.png,Q29,Q32,
Jackie Cain,Jackie_Cain,http://dbpedia.org/resource/Jackie_Cain,https://linkedjazz.org/image/square/Jackie_Cain.png,Q29,Q32,
Gene Norman,Gene_Norman,,https://linkedjazz.org/image/square/Gene_Norman.png,Q29,Q32,
Roy Kral,Roy_Kral,http://dbpedia.org/resource/Roy_Kral,https://linkedjazz.org/image/square/Roy_Kral.png,Q29,Q32,
Ed Shaughnessy,Ed_Shaughnessy,http://dbpedia.org/resource/Ed_Shaughnessy,https://linkedjazz.org/image/square/Ed_Shaughnessy.png,Q29,Q32,
Charlie Short,Charlie_Short,,,Q29,Q32,
Hall Overton,Hall_Overton,http://dbpedia.org/resource/Hall_Overton,https://linkedjazz.org/image/square/Hall_Overton.png,Q29,Q32,
Jack Teagarden,Jack_Teagarden,http://dbpedia.org/resource/Jack_Teagarden,https://linkedjazz.org/image/square/Jack_Teagarden.png,Q29,Q32,
Tony Scott,Tony_Scott,http://dbpedia.org/resource/Tony_Scott_(musician),https://linkedjazz.org/image/square/Tony_Scott_(musician).png,Q29,Q32,
Dick Hyman,Dick_Hyman,http://dbpedia.org/resource/Dick_Hyman,https://linkedjazz.org/image/square/Dick_Hyman.png,Q29,Q32,
Doc Severinsen,Doc_Severinsen,http://dbpedia.org/resource/Doc_Severinsen,https://linkedjazz.org/image/square/Doc_Severinsen.png,Q29,Q32,
Dave Tough,Dave_Tough,http://dbpedia.org/resource/Dave_Tough,https://linkedjazz.org/image/square/Dave_Tough.png,Q29,Q32,
Gary Anderson,Gary_Anderson,http://dbpedia.org/resource/Gary_M._Anderson,,Q29,Q32,
Jesse Davis,Jesse_Davis,http://dbpedia.org/resource/Jesse_Davis,https://linkedjazz.org/image/square/Jesse_Davis.png,Q29,Q32,
Rick Chamberlain,Rick_Chamberlain,http://dbpedia.org/resource/Richard_Chamberlain,https://linkedjazz.org/image/square/Richard_Chamberlain.png,Q29,Q32,
